Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id,regionid
"Census Tract 141.05, Jefferson County, Alabama",791,1811,4673,0,1424,4509,3820,1903,757,29,757,671400,158300,0,1054,1811,01,073,014105
"Census Tract 211.01, Dale County, Alabama",709,1752,4969,0,1353,4694,4037,2085,604,4,604,479900,143300,0,1148,1752,01,045,021101
"Census Tract 211.02, Dale County, Alabama",687,1787,4154,0,1327,3897,3300,2347,1054,239,1054,763200,91000,61,733,1787,01,045,021102
"Census Tract 402, Hale County, Alabama",-666666666,575,1675,0,336,1675,1363,749,49,0,49,,109800,0,526,575,01,065,040200
"Census Tract 401, Hale County, Alabama",550,511,1417,0,309,1417,1130,1014,69,14,69,21600,95300,4,442,511,01,065,040100
"Census Tract 400, Hale County, Alabama",771,1293,3632,0,868,3566,2851,1620,255,0,255,134400,112500,42,1038,1293,01,065,040000
"Census Tract 2, Etowah County, Alabama",587,1307,3691,0,762,3593,3120,1653,760,35,760,387300,78700,45,547,1307,01,055,000200
"Census Tract 405, Hale County, Alabama",688,529,1474,0,357,1474,1132,722,61,0,61,30000,73200,0,468,529,01,065,040500
"Census Tract 403, Hale County, Alabama",-666666666,768,2014,0,441,2014,1694,1120,83,0,83,,85800,14,685,768,01,065,040300
"Census Tract 404, Hale County, Alabama",436,1988,4783,0,973,4616,3830,2528,906,14,906,294500,67300,27,1082,1988,01,065,040400
"Census Tract 9, Etowah County, Alabama",609,908,2671,0,526,2518,2362,1219,194,0,194,93100,52300,0,714,908,01,055,000900
"Census Tract 11, Etowah County, Alabama",895,1940,5114,10,1218,4936,4096,2167,186,32,186,150600,216200,61,1754,1940,01,055,001100
"Census Tract 105.01, Etowah County, Alabama",847,3244,8376,0,2428,8352,6874,3602,355,58,355,294000,159000,0,2889,3244,01,055,010501
"Census Tract 9605, Conecuh County, Alabama",570,723,1948,0,356,1902,1619,975,330,63,330,178900,83700,34,393,723,01,035,960500
"Census Tract 9604, Conecuh County, Alabama",345,1259,3278,14,756,3278,2794,1784,167,52,167,42700,60300,91,1092,1259,01,035,960400
"Census Tract 600, Greene County, Alabama",625,559,1669,0,341,1669,1248,1040,172,15,172,67800,69800,0,387,559,01,063,060000
"Census Tract 9501, Barbour County, Alabama",639,1161,3071,0,677,3071,2522,1571,272,48,272,161900,93700,45,889,1161,01,005,950100
"Census Tract 601, Greene County, Alabama",423,1435,3677,0,731,3624,2932,2091,448,13,448,190000,76500,0,987,1435,01,063,060100
"Census Tract 602, Greene County, Alabama",546,1031,3187,0,506,3187,2501,1925,347,7,347,115700,50200,19,684,1031,01,063,060200
"Census Tract 9509, Barbour County, Alabama",478,1552,3888,0,1000,3888,2971,1945,910,140,910,439300,115400,18,642,1552,01,005,950900
"Census Tract 9504, Barbour County, Alabama",435,1060,3721,22,657,2530,3232,1494,236,36,236,64800,73100,5,824,1060,01,005,950400
"Census Tract 9508, Barbour County, Alabama",724,938,2157,0,660,2157,1648,1097,454,51,454,304600,121600,43,484,938,01,005,950800
"Census Tract 9503, Barbour County, Alabama",458,691,1813,0,402,1813,1423,918,210,0,210,62000,74800,17,481,691,01,005,950300
"Census Tract 9505, Barbour County, Alabama",708,1297,3365,0,841,3365,2633,1861,347,0,347,193400,85000,65,950,1297,01,005,950500
"Census Tract 9502, Barbour County, Alabama",473,1106,4291,0,721,2752,3903,1388,357,27,357,143800,74300,21,749,1106,01,005,950200
"Census Tract 9507, Barbour County, Alabama",590,630,1775,0,375,1630,1402,723,283,15,283,206600,137500,0,347,630,01,005,950700
"Census Tract 9506, Barbour County, Alabama",577,756,2120,0,527,2120,1507,921,377,69,377,196000,73000,14,379,756,01,005,950600
"Census Tract 9521, Bullock County, Alabama",388,619,1488,0,373,1488,1152,863,172,18,172,79900,64700,8,447,619,01,011,952100
"Census Tract 9522, Bullock County, Alabama",621,1929,5608,0,1174,5243,4379,2262,834,39,834,461400,65500,0,1095,1929,01,011,952200
"Census Tract 2, Calhoun County, Alabama",644,1316,2488,0,821,2488,2279,1599,660,112,660,404900,76800,25,656,1316,01,015,000200
"Census Tract 23, Calhoun County, Alabama",531,1553,3540,0,953,3540,2758,1827,524,0,524,261200,78700,71,1029,1553,01,015,002300
"Census Tract 3, Calhoun County, Alabama",595,1191,2579,10,718,2566,2069,1630,694,24,694,349400,67200,0,497,1191,01,015,000300
"Census Tract 6, Calhoun County, Alabama",299,705,2005,7,448,1573,1634,923,405,57,405,126600,29000,5,300,705,01,015,000600
"Census Tract 13, Calhoun County, Alabama",587,753,2112,0,524,2112,1755,995,199,22,199,96800,62400,25,554,753,01,015,001300
"Census Tract 15, Calhoun County, Alabama",636,1794,5218,0,1444,5218,3810,2201,382,0,382,200400,109800,83,1412,1794,01,015,001500
"Census Tract 17, Calhoun County, Alabama",618,2604,6821,16,1758,6821,5400,2839,623,50,623,305200,112700,97,1981,2604,01,015,001700
"Census Tract 20, Calhoun County, Alabama",914,2674,6962,16,1994,6933,5412,3158,495,0,495,315400,135800,57,2179,2674,01,015,002000
"Census Tract 8, Calhoun County, Alabama",516,433,1197,0,213,1036,927,693,276,30,276,140900,68100,73,157,433,01,015,000800
"Census Tract 9, Calhoun County, Alabama",655,1676,3665,0,1014,3516,2977,1837,547,54,547,358700,156100,0,1129,1676,01,015,000900
"Census Tract 14, Calhoun County, Alabama",615,1222,3053,0,805,3053,2615,1624,249,34,249,98400,75700,0,973,1222,01,015,001400
"Census Tract 21.02, Calhoun County, Alabama",717,1278,3208,0,974,3208,2759,1439,366,24,366,274200,160400,54,912,1278,01,015,002102
"Census Tract 25.02, Calhoun County, Alabama",687,1722,4618,0,1176,4522,3668,2063,198,0,198,73200,107600,0,1524,1722,01,015,002502
"Census Tract 10, Calhoun County, Alabama",726,2529,5965,0,1809,5965,4983,2813,789,62,789,582400,151900,72,1740,2529,01,015,001000
"Census Tract 4, Calhoun County, Alabama",562,1069,2810,0,504,2810,2148,1348,356,18,356,168400,56800,0,713,1069,01,015,000400
"Census Tract 5, Calhoun County, Alabama",416,638,1275,0,316,1275,1002,1029,333,28,333,121900,37000,0,305,638,01,015,000500
"Census Tract 26, Calhoun County, Alabama",723,1743,4623,0,1293,4609,3741,2185,220,50,220,134500,103200,88,1523,1743,01,015,002600
"Census Tract 21.03, Calhoun County, Alabama",589,2619,7025,0,1930,6839,5671,2905,1208,65,1208,737200,138900,0,1411,2619,01,015,002103
"Census Tract 25.01, Calhoun County, Alabama",720,2737,7451,40,2079,7451,5998,2964,387,0,387,240200,119400,51,2350,2737,01,015,002501
"Census Tract 16, Calhoun County, Alabama",604,1429,3508,0,990,3480,2776,1621,433,42,433,217500,81000,23,996,1429,01,015,001600
"Census Tract 21.01, Calhoun County, Alabama",530,1061,3621,0,843,3607,3461,1409,876,185,876,489400,134700,38,185,1061,01,015,002101
"Census Tract 24, Calhoun County, Alabama",801,1773,4652,0,1241,4639,3770,1997,345,0,345,189100,126200,0,1428,1773,01,015,002400
"Census Tract 18, Calhoun County, Alabama",803,2435,6527,4,1767,6517,5011,3020,532,11,532,364500,98600,253,1903,2435,01,015,001800
"Census Tract 11, Calhoun County, Alabama",900,2816,7046,0,1982,7022,5577,3025,916,83,916,803100,141800,0,1900,2816,01,015,001100
"Census Tract 22, Calhoun County, Alabama",601,1374,3378,0,771,3373,2676,1750,198,0,198,100600,81800,62,1176,1374,01,015,002200
"Census Tract 9547, Chambers County, Alabama",730,1660,4595,0,1131,4595,3579,1992,536,30,536,296200,81200,71,1124,1660,01,017,954700
"Census Tract 9540, Chambers County, Alabama",563,2691,6392,23,1689,6141,5281,3216,858,27,858,460200,68000,59,1833,2691,01,017,954000
"Census Tract 9542, Chambers County, Alabama",651,1365,3286,0,862,3286,2703,1559,349,0,349,260100,86500,0,1016,1365,01,017,954200
"Census Tract 9543, Chambers County, Alabama",779,2220,5102,0,1584,5057,4172,2868,1024,202,1024,778600,82600,58,1196,2220,01,017,954300
"Census Tract 9545, Chambers County, Alabama",734,1512,3972,0,1025,3886,3043,1941,688,152,688,442600,93600,0,824,1512,01,017,954500
"Census Tract 9544, Chambers County, Alabama",535,459,850,0,307,850,772,550,199,15,199,65200,104400,0,260,459,01,017,954400
"Census Tract 9538, Chambers County, Alabama",548,1420,3655,0,903,3655,2955,1926,169,33,169,74700,108700,34,1251,1420,01,017,953800
"Census Tract 9539, Chambers County, Alabama",627,1219,2987,0,740,2987,2532,1454,381,36,381,203400,100300,43,838,1219,01,017,953900
"Census Tract 9546, Chambers County, Alabama",679,1148,3056,0,794,3056,2410,1483,387,15,387,235000,92300,100,761,1148,01,017,954600
"Census Tract 9575, Clarke County, Alabama",787,578,1281,0,323,1281,1118,878,136,4,136,51400,57600,0,442,578,01,025,957500
"Census Tract 9579.02, Clarke County, Alabama",628,1458,4011,0,834,3919,3212,1995,578,53,578,234600,124200,62,880,1458,01,025,957902
"Census Tract 9579.01, Clarke County, Alabama",524,1472,3830,0,788,3830,2878,1704,492,30,492,152200,92600,20,980,1472,01,025,957901
"Census Tract 9578, Clarke County, Alabama",524,2061,4948,12,1195,4842,4198,2715,667,7,667,187200,114400,8,1394,2061,01,025,957800
"Census Tract 9577, Clarke County, Alabama",775,533,1362,0,267,1354,1083,1053,83,6,83,33900,89000,7,450,533,01,025,957700
"Census Tract 203, Fayette County, Alabama",517,1684,3889,0,1085,3840,3063,2238,571,54,571,291700,78000,88,1113,1684,01,057,020300
"Census Tract 200, Fayette County, Alabama",554,617,1509,0,419,1509,1194,758,91,0,91,25700,74200,0,526,617,01,057,020000
"Census Tract 201, Fayette County, Alabama",624,1346,3202,0,849,3202,2628,1647,216,0,216,78700,100400,29,1130,1346,01,057,020100
"Census Tract 202, Fayette County, Alabama",566,1719,4201,0,1150,4072,3501,2107,466,28,466,190800,92200,0,1253,1719,01,057,020200
"Census Tract 204, Fayette County, Alabama",377,1589,3856,0,955,3845,3149,1703,266,0,266,97900,63300,0,1323,1589,01,057,020400
"Census Tract 20, Montgomery County, Alabama",1042,1757,4343,0,1283,4313,3230,2040,443,86,443,420600,237900,25,1314,1757,01,101,002000
"Census Tract 19, Montgomery County, Alabama",581,1410,3105,0,1018,3095,2679,1501,357,0,357,240100,124100,0,1053,1410,01,101,001900
"Census Tract 23, Montgomery County, Alabama",693,1050,2474,82,633,2474,2174,1370,369,36,369,224600,47400,51,681,1050,01,101,002300
"Census Tract 6, Montgomery County, Alabama",481,616,1602,6,303,1574,1089,723,466,13,466,249000,81200,0,150,616,01,101,000600
"Census Tract 15, Montgomery County, Alabama",692,775,3297,8,546,3183,2787,968,458,50,458,323600,87400,22,317,775,01,101,001500
"Census Tract 24, Montgomery County, Alabama",634,697,1563,23,434,1563,1358,983,241,50,241,134000,68600,11,456,697,01,101,002400
"Census Tract 32, Montgomery County, Alabama",762,2260,5597,0,1672,5444,4558,2629,918,141,918,668900,85900,0,1342,2260,01,101,003200
"Census Tract 33.02, Montgomery County, Alabama",931,2858,6305,0,2329,6305,4960,3113,1402,41,1402,1292800,142100,0,1456,2858,01,101,003302
"Census Tract 61, Montgomery County, Alabama",845,818,2209,12,504,2209,1780,850,213,0,213,155700,66400,0,605,818,01,101,006100
"Census Tract 2, Montgomery County, Alabama",675,391,1304,0,282,675,1273,592,293,67,293,202300,-666666666,0,98,391,01,101,000200
"Census Tract 7, Montgomery County, Alabama",763,525,1420,28,350,1402,1088,795,318,48,318,248500,52300,0,207,525,01,101,000700
"Census Tract 9, Montgomery County, Alabama",1576,307,2357,0,298,867,1875,322,307,15,307,484000,-666666666,0,0,307,01,101,000900
"Census Tract 29, Montgomery County, Alabama",710,3095,7768,0,2354,7661,5850,3506,1871,162,1871,1387600,91600,38,1224,3095,01,101,002900
"Census Tract 33.01, Montgomery County, Alabama",975,1559,3648,66,1177,3638,3041,1614,579,0,579,553500,172800,55,980,1559,01,101,003301
"Census Tract 51.02, Montgomery County, Alabama",880,1657,4936,11,1078,4885,3642,2026,736,76,736,571100,65800,49,921,1657,01,101,005102
"Census Tract 53.01, Montgomery County, Alabama",1332,256,917,0,252,676,563,264,256,8,256,314600,-666666666,0,0,256,01,101,005301
"Census Tract 14, Montgomery County, Alabama",919,1488,3659,0,1183,3629,3166,1820,612,182,612,640200,188600,27,876,1488,01,101,001400
"Census Tract 5, Montgomery County, Alabama",790,1178,2549,49,895,2549,1819,1646,709,82,709,529500,77100,131,469,1178,01,101,000500
"Census Tract 16, Montgomery County, Alabama",780,1519,3452,17,1085,3452,2682,1899,935,76,935,693800,61700,69,584,1519,01,101,001600
"Census Tract 21, Montgomery County, Alabama",974,1363,4041,0,1047,4041,2940,1651,572,46,572,581000,86600,65,791,1363,01,101,002100
"Census Tract 22.01, Montgomery County, Alabama",836,1500,4196,53,977,4196,3521,1931,602,120,602,409400,62000,0,898,1500,01,101,002201
"Census Tract 28, Montgomery County, Alabama",761,2126,4812,0,1664,4812,3846,2395,1227,76,1227,939900,120900,38,899,2126,01,101,002800
"Census Tract 54.03, Montgomery County, Alabama",791,1941,4386,0,1615,4377,3232,2157,1567,135,1567,1250600,190600,20,374,1941,01,101,005403
"Census Tract 56.03, Montgomery County, Alabama",710,2424,7912,0,1941,7902,5166,2879,1378,300,1378,959000,72100,0,1046,2424,01,101,005603
"Census Tract 60, Montgomery County, Alabama",707,1433,3523,13,951,3501,2822,1657,373,0,373,223100,96700,0,1060,1433,01,101,006000
"Census Tract 4, Montgomery County, Alabama",753,1498,4082,0,787,3891,3015,2085,852,94,852,589300,50900,27,646,1498,01,101,000400
"Census Tract 17, Montgomery County, Alabama",975,2101,5064,45,1585,4927,3997,2389,610,61,610,595200,85300,85,1491,2101,01,101,001700
"Census Tract 25, Montgomery County, Alabama",801,848,2448,0,649,2448,1794,1107,467,37,467,357800,77000,5,381,848,01,101,002500
"Census Tract 30, Montgomery County, Alabama",552,1188,2829,21,732,2829,2054,1309,638,0,638,313900,62300,46,550,1188,01,101,003000
"Census Tract 59.02, Montgomery County, Alabama",765,1330,3196,0,853,3196,2668,1461,527,78,527,381600,63500,0,803,1330,01,101,005902
"Census Tract 10, Montgomery County, Alabama",538,550,1706,0,321,1629,1161,735,425,52,425,229600,50500,0,125,550,01,101,001000
"Census Tract 12, Montgomery County, Alabama",568,617,1433,10,321,1433,1139,913,390,14,390,208000,51700,0,227,617,01,101,001200
"Census Tract 13, Montgomery County, Alabama",808,810,1721,29,606,1701,1467,1203,399,145,399,354900,129100,21,411,810,01,101,001300
"Census Tract 22.02, Montgomery County, Alabama",812,435,1078,7,286,1078,838,505,172,0,172,107800,58300,0,263,435,01,101,002202
"Census Tract 31, Montgomery County, Alabama",839,1407,4100,0,1195,4100,3351,1544,362,58,362,300800,77800,0,1045,1407,01,101,003100
"Census Tract 51.01, Montgomery County, Alabama",645,1320,3596,0,1108,3300,2913,1570,277,32,277,199100,120500,52,1043,1320,01,101,005101
"Census Tract 58, Montgomery County, Alabama",615,949,2157,3,605,2157,1937,1142,130,0,130,55300,85700,40,819,949,01,101,005800
"Census Tract 1, Montgomery County, Alabama",320,213,363,0,99,307,323,247,176,0,176,104000,203800,0,37,213,01,101,000100
"Census Tract 54.06, Montgomery County, Alabama",1199,3903,9183,19,2816,9120,7782,4181,1004,51,1004,1559500,280000,105,2899,3903,01,101,005406
"Census Tract 56.04, Montgomery County, Alabama",749,1401,3519,0,1164,3519,3092,1701,88,50,88,55200,244900,57,1313,1401,01,101,005604
"Census Tract 16, Etowah County, Alabama",773,1273,3639,0,831,3639,3060,1628,410,41,410,307200,77200,39,863,1273,01,055,001600
"Census Tract 109, Etowah County, Alabama",625,619,1656,0,409,1656,1334,714,76,0,76,35100,83500,0,543,619,01,055,010900
"Census Tract 5, Etowah County, Alabama",610,744,1796,0,418,1796,1442,946,150,0,150,79200,41700,7,594,744,01,055,000500
"Census Tract 6, Etowah County, Alabama",741,823,2047,0,528,2047,1580,987,292,0,292,166200,41100,0,531,823,01,055,000600
"Census Tract 3, Etowah County, Alabama",352,994,2562,6,540,2562,1877,1396,491,17,491,159800,37000,18,503,994,01,055,000300
"Census Tract 4, Etowah County, Alabama",915,1606,3938,0,1106,3938,3257,1849,134,0,134,97300,116400,33,1472,1606,01,055,000400
"Census Tract 7, Etowah County, Alabama",365,456,1111,0,269,1106,747,617,296,28,296,123900,40400,46,160,456,01,055,000700
"Census Tract 10, Etowah County, Alabama",665,425,1460,0,319,1460,1019,699,212,29,212,110700,51100,14,213,425,01,055,001000
"Census Tract 101, Etowah County, Alabama",636,779,2295,0,525,2295,1834,1070,220,57,220,125600,85500,5,559,779,01,055,010100
"Census Tract 105.02, Etowah County, Alabama",574,1950,5237,0,1216,5237,4483,2288,447,0,447,201800,130800,0,1503,1950,01,055,010502
"Census Tract 107, Etowah County, Alabama",687,1341,3797,0,843,3797,3198,1536,174,30,174,53600,100800,0,1167,1341,01,055,010700
"Census Tract 13, Etowah County, Alabama",674,928,2318,0,526,2313,2111,1246,470,118,470,281400,60100,0,458,928,01,055,001300
"Census Tract 8, Etowah County, Alabama",523,445,1293,12,332,1270,979,616,87,0,87,34300,38300,0,358,445,01,055,000800
"Census Tract 17, Etowah County, Alabama",579,813,1721,0,489,1721,1459,992,542,15,542,271000,57100,19,271,813,01,055,001700
"Census Tract 12, Etowah County, Alabama",585,1482,2895,11,749,2885,2570,1772,854,167,854,473700,100200,52,628,1482,01,055,001200
"Census Tract 103, Etowah County, Alabama",695,1010,2602,0,573,2601,2186,1312,127,4,127,52900,123300,29,883,1010,01,055,010300
"Census Tract 102, Etowah County, Alabama",642,1929,4946,40,1407,4797,3812,2474,779,100,779,481100,81300,0,1150,1929,01,055,010200
"Census Tract 108, Etowah County, Alabama",461,970,2897,0,652,2846,2396,1241,86,23,86,34000,110500,0,884,970,01,055,010800
"Census Tract 111, Etowah County, Alabama",625,1875,5559,0,1124,5508,4234,2177,477,7,477,240400,70700,7,1398,1875,01,055,011100
"Census Tract 23.03, Jefferson County, Alabama",562,1585,3907,122,969,3907,2759,1769,1131,81,1131,623700,69700,0,454,1585,01,073,002303
"Census Tract 1, Jefferson County, Alabama",825,1189,3114,24,858,3064,2328,1500,649,17,649,542200,69600,89,540,1189,01,073,000100
"Census Tract 141.04, Jefferson County, Alabama",707,1253,3329,4,907,3231,2536,1532,386,52,386,223900,181900,72,867,1253,01,073,014104
"Census Tract 144.05, Jefferson County, Alabama",984,1656,4167,0,1324,4167,3166,1813,692,89,692,649300,214700,0,964,1656,01,073,014405
"Census Tract 3, Jefferson County, Alabama",576,831,2124,30,530,2124,1723,1161,669,52,669,372600,62000,39,162,831,01,073,000300
"Census Tract 4, Jefferson County, Alabama",772,1188,3515,53,808,3505,2827,1631,608,0,608,459600,51800,145,580,1188,01,073,000400
"Census Tract 32, Jefferson County, Alabama",663,481,1229,11,267,1229,830,642,380,35,380,234000,63200,0,101,481,01,073,003200
"Census Tract 35, Jefferson County, Alabama",852,920,2239,17,642,2239,1822,1240,416,68,416,335900,58700,0,504,920,01,073,003500
"Census Tract 37, Jefferson County, Alabama",727,1862,4634,130,1292,4634,3720,2378,967,130,967,756100,63800,49,895,1862,01,073,003700
"Census Tract 47.01, Jefferson County, Alabama",708,2284,4005,16,1812,3861,3721,2719,1435,230,1435,1187100,249300,0,849,2284,01,073,004701
"Census Tract 56, Jefferson County, Alabama",1093,2317,4730,0,1622,4414,4212,2523,1171,0,1171,1381100,212200,141,1146,2317,01,073,005600
"Census Tract 103.01, Jefferson County, Alabama",745,1077,2679,0,660,2679,2025,1363,588,48,588,376000,72500,0,489,1077,01,073,010301
"Census Tract 106.02, Jefferson County, Alabama",647,2296,5837,37,1129,5827,4501,3007,1131,233,1131,682800,77400,47,1165,2296,01,073,010602
"Census Tract 115, Jefferson County, Alabama",754,2156,5516,46,1411,5490,4509,2352,430,0,430,204300,115100,0,1726,2156,01,073,011500
"Census Tract 117.03, Jefferson County, Alabama",886,3891,9431,0,2875,9374,7532,4141,1157,43,1157,923600,162400,119,2734,3891,01,073,011703
"Census Tract 121.04, Jefferson County, Alabama",835,1031,2766,4,638,2751,2189,1408,236,13,236,167200,95800,69,795,1031,01,073,012104
"Census Tract 124.03, Jefferson County, Alabama",953,1217,3403,0,930,3403,2716,1416,239,0,239,216100,97700,48,978,1217,01,073,012403
"Census Tract 16, Jefferson County, Alabama",669,994,3118,57,634,2689,2676,1469,429,82,429,290200,67400,0,565,994,01,073,001600
"Census Tract 39, Jefferson County, Alabama",606,644,1368,15,436,1368,1066,862,457,32,457,275500,54300,0,187,644,01,073,003900
"Census Tract 107.01, Jefferson County, Alabama",981,673,1518,5,588,1518,1150,867,411,146,411,410100,296100,11,262,673,01,073,010701
"Census Tract 108.02, Jefferson County, Alabama",2098,1197,3470,0,889,3470,2503,1288,88,28,88,144900,771600,44,1109,1197,01,073,010802
"Census Tract 112.05, Jefferson County, Alabama",825,853,2248,0,606,2223,1843,906,100,20,100,80300,151100,0,753,853,01,073,011205
"Census Tract 5, Jefferson County, Alabama",415,1197,3060,77,843,3060,2212,1616,811,38,811,364600,52700,29,386,1197,01,073,000500
"Census Tract 21, Jefferson County, Alabama",830,1150,2299,0,715,2299,1880,1606,606,68,606,454700,61700,128,544,1150,01,073,002100
"Census Tract 24, Jefferson County, Alabama",633,1682,4025,81,1053,4021,3089,2152,1275,195,1275,840700,163900,0,407,1682,01,073,002400
"Census Tract 30.02, Jefferson County, Alabama",471,1082,2424,38,530,2424,1874,1416,710,45,710,338200,68800,30,372,1082,01,073,003002
"Census Tract 33, Jefferson County, Alabama",807,412,931,35,204,931,809,572,251,14,251,170000,53800,36,161,412,01,073,003300
"Census Tract 42, Jefferson County, Alabama",615,940,1988,40,472,1791,1769,1356,645,20,645,438800,69900,0,295,940,01,073,004200
"Census Tract 59.03, Jefferson County, Alabama",715,2151,5630,15,1735,5528,4419,2469,751,223,751,613600,111200,45,1400,2151,01,073,005903
"Census Tract 59.08, Jefferson County, Alabama",788,1544,3714,0,1185,3714,2922,2004,862,200,862,707900,90900,19,682,1544,01,073,005908
"Census Tract 102, Jefferson County, Alabama",843,1004,3160,34,675,3111,2708,1255,481,29,481,366600,64200,41,523,1004,01,073,010200
"Census Tract 107.03, Jefferson County, Alabama",1023,890,2427,0,727,2422,1803,1016,138,0,138,172500,470100,45,752,890,01,073,010703
"Census Tract 107.05, Jefferson County, Alabama",1548,1514,4230,0,1357,4214,3047,1562,340,0,340,448200,339300,9,1174,1514,01,073,010705
"Census Tract 111.04, Jefferson County, Alabama",1073,3254,7648,18,2623,7648,6079,3439,735,0,735,751700,124300,12,2519,3254,01,073,011104
"Census Tract 68.02, Mobile County, Alabama",762,1042,3123,0,748,3117,2538,1240,382,98,382,254500,95800,71,660,1042,01,097,006802
"Census Tract 71.03, Mobile County, Alabama",865,1409,3382,0,859,3382,2774,1540,271,0,271,210200,153200,35,1138,1409,01,097,007103
"Census Tract 11, Mobile County, Alabama",511,894,1912,8,351,1796,1625,1088,609,125,609,298600,123700,32,285,894,01,097,001100
"Census Tract 8, Mobile County, Alabama",939,1768,4950,0,1033,4885,3867,2113,803,98,803,657400,80000,0,965,1768,01,097,000800
"Census Tract 23.02, Mobile County, Alabama",602,665,1775,5,434,1770,1336,795,257,89,257,122100,70000,0,408,665,01,097,002302
"Census Tract 27, Mobile County, Alabama",604,899,2403,0,556,2309,1718,1155,607,76,607,386400,83200,29,292,899,01,097,002700
"Census Tract 11, Montgomery County, Alabama",505,1272,3274,54,793,3217,2494,1681,694,85,694,286900,48200,75,578,1272,01,101,001100
"Census Tract 26, Montgomery County, Alabama",923,2277,5722,0,1520,5712,4995,2576,504,0,504,366700,129800,164,1773,2277,01,101,002600
"Census Tract 27, Montgomery County, Alabama",1027,1719,4450,15,1244,4412,3748,1894,224,0,224,236600,166600,48,1495,1719,01,101,002700
"Census Tract 57, Montgomery County, Alabama",481,656,1332,0,445,1332,1190,820,118,0,118,29200,104600,14,538,656,01,101,005700
"Census Tract 59.01, Montgomery County, Alabama",703,1921,4608,9,1181,4608,3995,2256,486,0,486,338000,174300,14,1435,1921,01,101,005901
"Census Tract 3, Montgomery County, Alabama",753,490,1322,15,328,1322,1030,763,249,75,249,155100,47200,21,241,490,01,101,000300
"Census Tract 53.02, Montgomery County, Alabama",911,797,2082,22,466,2082,1733,837,180,14,180,138800,78900,0,617,797,01,101,005302
"Census Tract 310, Marshall County, Alabama",617,1924,5701,0,1231,5701,4527,2342,490,37,490,246300,74800,50,1434,1924,01,095,031000
"Census Tract 54.02, Montgomery County, Alabama",869,2601,6328,27,2047,6300,4872,2685,1238,84,1238,1097700,92900,0,1363,2601,01,101,005402
"Census Tract 18, Montgomery County, Alabama",965,1338,3226,11,974,3203,2521,1562,493,55,493,402400,101800,10,845,1338,01,101,001800
"Census Tract 306, Marshall County, Alabama",619,2500,6324,14,1524,6230,5228,2846,669,75,669,367300,165000,32,1831,2500,01,095,030600
"Census Tract 311, Marshall County, Alabama",621,1809,5471,0,1253,5444,4104,2020,884,45,884,526800,100100,27,925,1809,01,095,031100
"Census Tract 308.01, Marshall County, Alabama",641,1813,5614,0,1139,5442,4033,1991,741,4,741,458500,124400,53,1072,1813,01,095,030801
"Census Tract 312, Marshall County, Alabama",638,2130,6035,0,1445,5925,4419,2301,486,0,486,312200,109000,84,1644,2130,01,095,031200
"Census Tract 302.02, Marshall County, Alabama",522,1942,4560,0,1309,4452,3931,2567,227,0,227,107600,161100,128,1715,1942,01,095,030202
"Census Tract 308.02, Marshall County, Alabama",615,2441,7919,0,1923,7919,5244,2830,1032,168,1032,606700,106000,0,1409,2441,01,095,030802
"Census Tract 309.02, Marshall County, Alabama",646,1566,4175,0,1039,4175,3298,1854,290,37,290,127400,134400,51,1276,1566,01,095,030902
"Census Tract 303, Marshall County, Alabama",612,2561,6779,0,1665,6762,5588,3007,299,25,299,165200,125300,138,2262,2561,01,095,030300
"Census Tract 302.01, Marshall County, Alabama",649,2017,5203,35,1280,5203,4280,2738,528,49,528,332700,126300,142,1489,2017,01,095,030201
"Census Tract 305, Marshall County, Alabama",609,2807,7270,0,1733,7181,5717,3324,855,72,855,468000,117700,28,1952,2807,01,095,030500
"Census Tract 301, Marshall County, Alabama",534,1081,3160,0,766,3160,2649,1419,349,25,349,144400,71900,0,732,1081,01,095,030100
"Census Tract 501.01, Blount County, Alabama",683,2771,7532,0,1975,7400,6224,3213,867,68,867,518800,122900,68,1904,2771,01,009,050101
"Census Tract 502, Blount County, Alabama",645,1319,3572,0,963,3572,2767,1482,223,27,223,129500,113900,45,1096,1319,01,009,050200
"Census Tract 504, Blount County, Alabama",581,1735,4637,5,1120,4637,3619,2051,430,122,430,186800,86000,0,1305,1735,01,009,050400
"Census Tract 505, Blount County, Alabama",570,2567,7526,0,1611,7526,6014,3166,695,86,695,276000,117000,58,1872,2567,01,009,050500
"Census Tract 501.02, Blount County, Alabama",653,2680,7285,0,1858,7043,5576,3129,920,57,920,579300,167800,50,1760,2680,01,009,050102
"Census Tract 503, Blount County, Alabama",495,1874,4937,0,1049,4937,3977,2331,423,75,423,130900,88600,23,1451,1874,01,009,050300
"Census Tract 507, Blount County, Alabama",699,3101,8715,0,1966,8715,7073,3603,498,18,498,266600,115800,77,2603,3101,01,009,050700
"Census Tract 302, Henry County, Alabama",553,1071,2870,0,647,2688,2360,1432,308,113,308,125500,77400,46,763,1071,01,067,030200
"Census Tract 301, Henry County, Alabama",682,701,1794,0,493,1794,1433,866,165,0,165,82600,85900,49,536,701,01,067,030100
